Category,Order Date,Segment,Sales Target
Furniture,3/1/2021,Consumer,711
Office Supplies,3/1/2021,Consumer,366
Technology,3/1/2021,Consumer,4165
Technology,3/1/2021,Corporate,165
Furniture,3/3/2021,Consumer,695
Furniture,3/3/2021,Corporate,623
Office Supplies,3/3/2021,Consumer,4354
Office Supplies,3/3/2021,Corporate,61
Technology,3/3/2021,Consumer,1197
Office Supplies,3/4/2021,Consumer,126
Office Supplies,3/4/2021,Corporate,10
Office Supplies,3/4/2021,Home Office,18
Technology,3/4/2021,Corporate,166
Office Supplies,3/5/2021,Corporate,159
Furniture,3/6/2021,Consumer,287
Office Supplies,3/6/2021,Consumer,4
Office Supplies,3/6/2021,Home Office,2
Technology,3/6/2021,Home Office,495
Technology,3/7/2021,Corporate,22
Furniture,3/8/2021,Consumer,201
Office Supplies,3/8/2021,Consumer,93
Office Supplies,3/8/2021,Corporate,192
Office Supplies,3/8/2021,Home Office,132
Technology,3/8/2021,Consumer,1369
Technology,3/8/2021,Home Office,30
Furniture,3/9/2021,Consumer,383
Office Supplies,3/9/2021,Consumer,69
Technology,3/9/2021,Home Office,204
Furniture,3/10/2021,Consumer,150
Office Supplies,3/10/2021,Corporate,92
Office Supplies,3/10/2021,Home Office,16
Technology,3/10/2021,Consumer,37
Technology,3/10/2021,Home Office,7317
Furniture,3/11/2021,Consumer,266
Furniture,3/11/2021,Home Office,102
Office Supplies,3/11/2021,Corporate,16
Office Supplies,3/11/2021,Home Office,496
Technology,3/11/2021,Corporate,50
Furniture,3/12/2021,Corporate,763
Office Supplies,3/12/2021,Consumer,47
Office Supplies,3/12/2021,Corporate,936
Furniture,3/13/2021,Consumer,491
Furniture,3/13/2021,Corporate,373
Furniture,3/13/2021,Home Office,134
Office Supplies,3/13/2021,Consumer,73
Office Supplies,3/13/2021,Corporate,4966
Office Supplies,3/13/2021,Home Office,445
Technology,3/13/2021,Corporate,1437
Technology,3/13/2021,Home Office,219
Furniture,3/14/2021,Consumer,266
Furniture,3/14/2021,Corporate,233
Office Supplies,3/14/2021,Consumer,131
Office Supplies,3/14/2021,Corporate,41
Furniture,3/15/2021,Corporate,1862
Office Supplies,3/15/2021,Corporate,30
Office Supplies,3/15/2021,Home Office,325
Technology,3/15/2021,Home Office,85
Furniture,3/17/2021,Consumer,952
Office Supplies,3/17/2021,Consumer,1209
Technology,3/17/2021,Consumer,232
Furniture,3/18/2021,Consumer,190
Office Supplies,3/18/2021,Consumer,811
Furniture,3/19/2021,Consumer,112
Office Supplies,3/19/2021,Corporate,32
Furniture,3/20/2021,Corporate,88
Furniture,3/20/2021,Home Office,669
Office Supplies,3/20/2021,Consumer,45
Technology,3/20/2021,Consumer,94
Furniture,3/21/2021,Consumer,539
Furniture,3/21/2021,Corporate,94
Office Supplies,3/21/2021,Consumer,17
Office Supplies,3/21/2021,Corporate,1
Furniture,3/22/2021,Consumer,176
Technology,3/22/2021,Corporate,63
Furniture,3/24/2021,Consumer,277
Office Supplies,3/24/2021,Consumer,16
Office Supplies,3/24/2021,Corporate,21
Technology,3/24/2021,Corporate,419
Office Supplies,3/25/2021,Corporate,53
Technology,3/25/2021,Consumer,1133
Office Supplies,3/26/2021,Consumer,103
Office Supplies,3/26/2021,Corporate,446
Technology,3/26/2021,Consumer,110
Furniture,3/27/2021,Corporate,53
Office Supplies,3/27/2021,Corporate,30
Office Supplies,3/28/2021,Consumer,98
Office Supplies,3/28/2021,Corporate,29
Furniture,3/29/2021,Consumer,757
Furniture,3/29/2021,Home Office,802
Office Supplies,3/29/2021,Consumer,86
Office Supplies,3/29/2021,Home Office,43
Technology,3/29/2021,Consumer,146
Technology,3/29/2021,Home Office,862
Office Supplies,3/30/2021,Corporate,11
Furniture,3/31/2021,Consumer,282
Technology,3/31/2021,Consumer,338
Furniture,4/1/2021,Consumer,1304
Furniture,4/1/2021,Home Office,8
Office Supplies,4/1/2021,Consumer,742
Office Supplies,4/1/2021,Corporate,108
Technology,4/1/2021,Consumer,34
Technology,4/1/2021,Corporate,14
Furniture,4/2/2021,Corporate,1280
Furniture,4/3/2021,Consumer,74
Office Supplies,4/3/2021,Consumer,104
Office Supplies,4/3/2021,Home Office,9
Technology,4/3/2021,Consumer,268
Furniture,4/4/2021,Home Office,78
Office Supplies,4/4/2021,Consumer,542
Office Supplies,4/4/2021,Home Office,60
Technology,4/4/2021,Home Office,238
Office Supplies,4/5/2021,Consumer,715
Office Supplies,4/5/2021,Home Office,162
Technology,4/5/2021,Consumer,107
Technology,4/6/2021,Home Office,1385
Furniture,4/7/2021,Corporate,567
Office Supplies,4/7/2021,Consumer,67
Office Supplies,4/7/2021,Corporate,33
Technology,4/7/2021,Corporate,1164
Furniture,4/8/2021,Consumer,916
Furniture,4/8/2021,Home Office,157
Office Supplies,4/8/2021,Consumer,1151
Office Supplies,4/8/2021,Home Office,197
Technology,4/8/2021,Consumer,410
Furniture,4/9/2021,Consumer,562
Office Supplies,4/9/2021,Corporate,31
Office Supplies,4/9/2021,Home Office,6
Technology,4/9/2021,Home Office,508
Office Supplies,4/10/2021,Consumer,919
Office Supplies,4/10/2021,Corporate,52
Furniture,4/12/2021,Consumer,1282
Office Supplies,4/12/2021,Consumer,179
Office Supplies,4/12/2021,Corporate,163
Office Supplies,4/13/2021,Consumer,5
Furniture,4/14/2021,Consumer,1357
Office Supplies,4/14/2021,Consumer,154
Furniture,4/15/2021,Consumer,987
Office Supplies,4/15/2021,Corporate,41
Office Supplies,4/15/2021,Home Office,321
Technology,4/15/2021,Home Office,673
Furniture,4/16/2021,Corporate,8
Office Supplies,4/16/2021,Consumer,166
Office Supplies,4/16/2021,Corporate,25
Technology,4/16/2021,Consumer,34
Technology,4/16/2021,Corporate,9373
Furniture,4/17/2021,Consumer,283
Furniture,4/17/2021,Corporate,82
Furniture,4/17/2021,Home Office,20
Office Supplies,4/17/2021,Home Office,29
Technology,4/17/2021,Home Office,40
Furniture,4/18/2021,Corporate,482
Office Supplies,4/18/2021,Consumer,214
Office Supplies,4/18/2021,Corporate,1663
Office Supplies,4/18/2021,Home Office,221
Technology,4/18/2021,Consumer,28
Furniture,4/19/2021,Home Office,224
Office Supplies,4/19/2021,Consumer,782
Office Supplies,4/19/2021,Home Office,398
Technology,4/19/2021,Consumer,62
Office Supplies,4/21/2021,Consumer,83
Office Supplies,4/21/2021,Corporate,188
Furniture,4/22/2021,Consumer,27
Furniture,4/22/2021,Home Office,1493
Office Supplies,4/22/2021,Consumer,34
Office Supplies,4/22/2021,Home Office,332
Office Supplies,4/23/2021,Consumer,343
Office Supplies,4/23/2021,Corporate,291
Technology,4/23/2021,Corporate,107
Furniture,4/24/2021,Home Office,1206
Office Supplies,4/24/2021,Consumer,4
Office Supplies,4/24/2021,Home Office,17
Technology,4/24/2021,Home Office,225
Office Supplies,4/25/2021,Consumer,24
Technology,4/25/2021,Consumer,87
Furniture,4/26/2021,Home Office,387
Furniture,4/28/2021,Consumer,27
Furniture,4/28/2021,Corporate,40
Office Supplies,4/28/2021,Corporate,14
Office Supplies,4/28/2021,Home Office,27
Technology,4/28/2021,Corporate,399
Furniture,4/30/2021,Corporate,113
Furniture,4/30/2021,Home Office,24
Office Supplies,4/30/2021,Consumer,8
Furniture,5/1/2021,Consumer,408
Office Supplies,5/1/2021,Consumer,162
Furniture,5/2/2021,Consumer,487
Furniture,5/2/2021,Corporate,207
Office Supplies,5/2/2021,Consumer,194
Office Supplies,5/2/2021,Corporate,114
Furniture,5/3/2021,Consumer,46
Office Supplies,5/3/2021,Consumer,232
Technology,5/3/2021,Consumer,853
Furniture,5/5/2021,Consumer,332
Furniture,5/5/2021,Corporate,1804
Office Supplies,5/5/2021,Consumer,81
Office Supplies,5/5/2021,Corporate,19
Office Supplies,5/5/2021,Home Office,89
Technology,5/5/2021,Home Office,453
Furniture,5/6/2021,Consumer,39
Furniture,5/6/2021,Home Office,55
Office Supplies,5/6/2021,Consumer,3
Office Supplies,5/6/2021,Home Office,113
Technology,5/6/2021,Consumer,26
Furniture,5/7/2021,Consumer,547
Office Supplies,5/7/2021,Consumer,143
Technology,5/7/2021,Consumer,4452
Furniture,5/8/2021,Corporate,208
Office Supplies,5/8/2021,Consumer,1038
Technology,5/8/2021,Consumer,55
Office Supplies,5/9/2021,Consumer,105
Office Supplies,5/9/2021,Corporate,1035
Office Supplies,5/9/2021,Home Office,9
Technology,5/9/2021,Consumer,105
Office Supplies,5/10/2021,Consumer,21
Technology,5/10/2021,Home Office,737
Office Supplies,5/11/2021,Consumer,5
Furniture,5/12/2021,Corporate,10
Office Supplies,5/12/2021,Consumer,58
Office Supplies,5/12/2021,Corporate,96
Technology,5/12/2021,Consumer,126
Technology,5/12/2021,Corporate,556
Furniture,5/14/2021,Consumer,80
Furniture,5/14/2021,Corporate,28
Office Supplies,5/14/2021,Corporate,123
Technology,5/14/2021,Corporate,209
Office Supplies,5/15/2021,Consumer,39
Office Supplies,5/15/2021,Home Office,563
Furniture,5/16/2021,Consumer,286
Office Supplies,5/16/2021,Consumer,586
Furniture,5/17/2021,Consumer,180
Office Supplies,5/17/2021,Consumer,127
Office Supplies,5/17/2021,Corporate,28
Office Supplies,5/18/2021,Consumer,114
Furniture,5/19/2021,Consumer,610
Office Supplies,5/19/2021,Consumer,775
Office Supplies,5/19/2021,Corporate,103
Furniture,5/20/2021,Home Office,892
Office Supplies,5/20/2021,Consumer,3
Office Supplies,5/20/2021,Home Office,62
Technology,5/20/2021,Consumer,1187
Office Supplies,5/21/2021,Corporate,174
Technology,5/21/2021,Consumer,113
Technology,5/21/2021,Corporate,2468
Furniture,5/22/2021,Consumer,192
Office Supplies,5/22/2021,Consumer,634
Technology,5/22/2021,Consumer,733
Technology,5/22/2021,Corporate,202
Furniture,5/23/2021,Consumer,33
Office Supplies,5/23/2021,Consumer,18
Office Supplies,5/23/2021,Home Office,5
Technology,5/23/2021,Consumer,9347
Office Supplies,5/24/2021,Home Office,294
Furniture,5/25/2021,Home Office,27
Office Supplies,5/25/2021,Home Office,1351
Furniture,5/26/2021,Consumer,904
Office Supplies,5/26/2021,Consumer,104
Office Supplies,5/26/2021,Corporate,203
Technology,5/26/2021,Consumer,634
Technology,5/26/2021,Corporate,50
Furniture,5/27/2021,Consumer,28
Furniture,5/27/2021,Corporate,3435
Office Supplies,5/27/2021,Consumer,1180
Office Supplies,5/27/2021,Corporate,431
Furniture,5/28/2021,Corporate,406
Office Supplies,5/28/2021,Consumer,706
Office Supplies,5/28/2021,Corporate,110
Technology,5/28/2021,Consumer,718
Technology,5/28/2021,Home Office,301
Furniture,5/29/2021,Consumer,49
Office Supplies,5/29/2021,Consumer,41
Technology,5/29/2021,Consumer,833
Furniture,5/30/2021,Corporate,3115
Furniture,5/30/2021,Home Office,52
Office Supplies,5/30/2021,Consumer,122
Office Supplies,5/30/2021,Corporate,139
Office Supplies,5/30/2021,Home Office,1160
Technology,5/30/2021,Consumer,331
Technology,5/30/2021,Corporate,2990
Technology,5/30/2021,Home Office,131
Furniture,5/31/2021,Consumer,205
Office Supplies,5/31/2021,Consumer,40
Technology,5/31/2021,Consumer,173
Office Supplies,6/2/2021,Corporate,140
Furniture,6/3/2021,Corporate,77
Furniture,6/4/2021,Consumer,794
Office Supplies,6/4/2021,Consumer,114
Technology,6/4/2021,Consumer,1423
Office Supplies,6/5/2021,Consumer,434
Office Supplies,6/5/2021,Corporate,58
Office Supplies,6/5/2021,Home Office,144
Furniture,6/6/2021,Consumer,494
Office Supplies,6/6/2021,Consumer,820
Office Supplies,6/6/2021,Corporate,93
Office Supplies,6/6/2021,Home Office,110
Technology,6/6/2021,Consumer,773
Technology,6/6/2021,Home Office,3281
Office Supplies,6/7/2021,Home Office,52
Furniture,6/9/2021,Consumer,113
Furniture,6/9/2021,Home Office,755
Technology,6/9/2021,Consumer,838
Furniture,6/10/2021,Consumer,1443
Office Supplies,6/10/2021,Consumer,81
Furniture,6/11/2021,Consumer,894
Furniture,6/11/2021,Corporate,14
Office Supplies,6/11/2021,Consumer,73
Office Supplies,6/11/2021,Corporate,10
Technology,6/11/2021,Consumer,605
Furniture,6/12/2021,Consumer,48
Furniture,6/12/2021,Home Office,379
Office Supplies,6/12/2021,Consumer,552
Office Supplies,6/12/2021,Corporate,478
Office Supplies,6/12/2021,Home Office,417
Technology,6/12/2021,Consumer,67
Technology,6/12/2021,Home Office,968
Office Supplies,6/13/2021,Consumer,57
Technology,6/13/2021,Home Office,416
Furniture,6/14/2021,Corporate,2856
Furniture,6/14/2021,Home Office,650
Office Supplies,6/14/2021,Consumer,42
Office Supplies,6/14/2021,Home Office,16
Technology,6/14/2021,Consumer,16
Technology,6/14/2021,Home Office,25
Office Supplies,6/15/2021,Consumer,156
Office Supplies,6/16/2021,Consumer,51
Technology,6/16/2021,Home Office,82
Furniture,6/17/2021,Consumer,1361
Furniture,6/17/2021,Corporate,392
Office Supplies,6/17/2021,Consumer,680
Office Supplies,6/17/2021,Corporate,17
Technology,6/17/2021,Consumer,26
Technology,6/17/2021,Corporate,482
Office Supplies,6/18/2021,Consumer,83
Office Supplies,6/18/2021,Corporate,479
Office Supplies,6/19/2021,Corporate,15
Furniture,6/20/2021,Consumer,178
Furniture,6/20/2021,Corporate,53
Office Supplies,6/20/2021,Consumer,256
Office Supplies,6/20/2021,Corporate,52
Office Supplies,6/20/2021,Home Office,500
Technology,6/20/2021,Consumer,69
Technology,6/20/2021,Corporate,100
Furniture,6/21/2021,Consumer,361
Office Supplies,6/21/2021,Consumer,200
Office Supplies,6/21/2021,Corporate,1
Office Supplies,6/23/2021,Consumer,1387
Technology,6/23/2021,Consumer,742
Office Supplies,6/24/2021,Consumer,364
Office Supplies,6/24/2021,Corporate,9
Technology,6/24/2021,Consumer,4361
Furniture,6/25/2021,Consumer,113
Furniture,6/25/2021,Corporate,430
Office Supplies,6/25/2021,Consumer,59
Office Supplies,6/25/2021,Corporate,298
Furniture,6/26/2021,Consumer,22
Furniture,6/26/2021,Corporate,33
Office Supplies,6/26/2021,Consumer,16
Office Supplies,6/26/2021,Corporate,838
Office Supplies,6/26/2021,Home Office,592
Technology,6/26/2021,Consumer,140
Technology,6/26/2021,Corporate,166
Technology,6/26/2021,Home Office,12
Furniture,6/27/2021,Corporate,534
Office Supplies,6/27/2021,Corporate,32
Technology,6/27/2021,Consumer,210
Furniture,6/28/2021,Consumer,116
Office Supplies,6/28/2021,Consumer,326
Office Supplies,6/28/2021,Corporate,40
Technology,6/28/2021,Consumer,378
Office Supplies,6/29/2021,Consumer,169
Furniture,6/30/2021,Consumer,1267
Office Supplies,6/30/2021,Consumer,35
Technology,6/30/2021,Home Office,53
Office Supplies,7/1/2021,Consumer,75
Office Supplies,7/1/2021,Home Office,103
Technology,7/1/2021,Home Office,1577
Furniture,7/2/2021,Corporate,789
Office Supplies,7/2/2021,Consumer,8
Office Supplies,7/2/2021,Corporate,44
Office Supplies,7/3/2021,Consumer,18
Office Supplies,7/3/2021,Corporate,889
Furniture,7/4/2021,Consumer,1135
Furniture,7/4/2021,Home Office,24
Office Supplies,7/4/2021,Consumer,64
Technology,7/4/2021,Home Office,249
Furniture,7/7/2021,Consumer,473
Furniture,7/7/2021,Corporate,289
Office Supplies,7/7/2021,Consumer,104
Office Supplies,7/7/2021,Corporate,68
Office Supplies,7/7/2021,Home Office,24
Technology,7/7/2021,Consumer,2716
Technology,7/7/2021,Home Office,62
Furniture,7/8/2021,Consumer,683
Office Supplies,7/8/2021,Consumer,88
Office Supplies,7/8/2021,Corporate,53
Technology,7/8/2021,Consumer,829
Technology,7/8/2021,Corporate,795
Furniture,7/9/2021,Corporate,539
Office Supplies,7/10/2021,Consumer,560
Office Supplies,7/10/2021,Home Office,48
Technology,7/10/2021,Corporate,294
Technology,7/12/2021,Corporate,102
Furniture,7/14/2021,Consumer,87
Furniture,7/14/2021,Corporate,591
Office Supplies,7/14/2021,Consumer,409
Office Supplies,7/14/2021,Corporate,104
Technology,7/14/2021,Consumer,543
Technology,7/14/2021,Corporate,400
Furniture,7/15/2021,Corporate,244
Office Supplies,7/15/2021,Corporate,97
Office Supplies,7/15/2021,Home Office,39
Furniture,7/16/2021,Corporate,9
Office Supplies,7/16/2021,Consumer,6
Office Supplies,7/16/2021,Corporate,164
Technology,7/16/2021,Consumer,664
Technology,7/16/2021,Corporate,81
Furniture,7/17/2021,Consumer,35
Office Supplies,7/17/2021,Consumer,854
Office Supplies,7/17/2021,Corporate,255
Technology,7/17/2021,Consumer,422
Technology,7/17/2021,Corporate,519
Furniture,7/18/2021,Corporate,1539
Office Supplies,7/18/2021,Corporate,822
Office Supplies,7/18/2021,Home Office,345
Technology,7/18/2021,Consumer,74
Furniture,7/19/2021,Consumer,601
Office Supplies,7/19/2021,Consumer,458
Technology,7/19/2021,Home Office,430
Technology,7/20/2021,Consumer,90
Furniture,7/21/2021,Consumer,309
Office Supplies,7/21/2021,Consumer,6
Office Supplies,7/21/2021,Corporate,683
Furniture,7/22/2021,Consumer,11
Furniture,7/22/2021,Corporate,29
Office Supplies,7/22/2021,Consumer,949
Office Supplies,7/22/2021,Corporate,102
Office Supplies,7/22/2021,Home Office,82
Technology,7/22/2021,Consumer,120
Office Supplies,7/23/2021,Consumer,200
Office Supplies,7/23/2021,Corporate,52
Office Supplies,7/23/2021,Home Office,12
Technology,7/23/2021,Consumer,107
Technology,7/23/2021,Corporate,244
Furniture,7/24/2021,Corporate,236
Office Supplies,7/24/2021,Consumer,67
Furniture,7/25/2021,Consumer,3206
Furniture,7/25/2021,Corporate,494
Office Supplies,7/25/2021,Consumer,187
Office Supplies,7/25/2021,Corporate,305
Office Supplies,7/25/2021,Home Office,60
Technology,7/25/2021,Consumer,1512
Technology,7/25/2021,Corporate,409
Furniture,7/28/2021,Consumer,186
Furniture,7/28/2021,Home Office,301
Office Supplies,7/28/2021,Consumer,1202
Office Supplies,7/28/2021,Home Office,133
Office Supplies,7/29/2021,Consumer,786
Office Supplies,7/29/2021,Corporate,84
Office Supplies,7/30/2021,Consumer,1067
Office Supplies,7/30/2021,Corporate,651
Office Supplies,7/30/2021,Home Office,9
Furniture,7/31/2021,Consumer,240
Furniture,7/31/2021,Corporate,811
Office Supplies,7/31/2021,Consumer,306
Technology,7/31/2021,Consumer,725
Furniture,8/1/2021,Consumer,18
Office Supplies,8/1/2021,Corporate,61
Technology,8/1/2021,Corporate,1071
Furniture,8/2/2021,Corporate,124
Office Supplies,8/2/2021,Corporate,11
Technology,8/2/2021,Corporate,300
Office Supplies,8/3/2021,Consumer,77
Technology,8/3/2021,Consumer,147
Furniture,8/4/2021,Home Office,101
Office Supplies,8/4/2021,Consumer,4
Office Supplies,8/4/2021,Corporate,30
Office Supplies,8/4/2021,Home Office,53
Technology,8/4/2021,Corporate,314
Office Supplies,8/5/2021,Corporate,185
Office Supplies,8/6/2021,Consumer,39
Office Supplies,8/6/2021,Corporate,62
Technology,8/6/2021,Consumer,196
Technology,8/7/2021,Corporate,198
Furniture,8/8/2021,Home Office,446
Office Supplies,8/8/2021,Consumer,71
Office Supplies,8/8/2021,Home Office,453
Office Supplies,8/9/2021,Consumer,648
Office Supplies,8/9/2021,Home Office,15
Technology,8/9/2021,Consumer,42
Office Supplies,8/11/2021,Home Office,165
Furniture,8/12/2021,Consumer,190
Furniture,8/12/2021,Corporate,602
Furniture,8/12/2021,Home Office,131
Office Supplies,8/12/2021,Consumer,1454
Office Supplies,8/12/2021,Home Office,40
Technology,8/12/2021,Consumer,1316
Furniture,8/13/2021,Corporate,215
Office Supplies,8/13/2021,Consumer,397
Office Supplies,8/13/2021,Corporate,8
Technology,8/13/2021,Consumer,66
Office Supplies,8/14/2021,Consumer,28
Technology,8/14/2021,Consumer,110
Technology,8/14/2021,Corporate,740
Furniture,8/15/2021,Consumer,484
Office Supplies,8/15/2021,Consumer,183
Office Supplies,8/15/2021,Corporate,3
Technology,8/15/2021,Consumer,775
Technology,8/15/2021,Corporate,66
Furniture,8/16/2021,Corporate,160
Office Supplies,8/16/2021,Consumer,43
Office Supplies,8/17/2021,Consumer,14
Furniture,8/18/2021,Home Office,14
Office Supplies,8/18/2021,Consumer,86
Office Supplies,8/18/2021,Corporate,323
Technology,8/18/2021,Corporate,36
Office Supplies,8/19/2021,Consumer,467
Technology,8/20/2021,Home Office,15
Furniture,8/21/2021,Consumer,567
Furniture,8/21/2021,Corporate,2800
Furniture,8/21/2021,Home Office,709
Office Supplies,8/21/2021,Corporate,98
Office Supplies,8/21/2021,Home Office,37
Technology,8/21/2021,Corporate,371
Furniture,8/22/2021,Home Office,100
Office Supplies,8/22/2021,Consumer,293
Office Supplies,8/22/2021,Corporate,25
Furniture,8/23/2021,Consumer,506
Furniture,8/23/2021,Home Office,21
Office Supplies,8/23/2021,Consumer,216
Office Supplies,8/23/2021,Corporate,1081
Office Supplies,8/23/2021,Home Office,789
Technology,8/23/2021,Consumer,729
Technology,8/23/2021,Home Office,648
Furniture,8/26/2021,Consumer,634
Furniture,8/26/2021,Corporate,2602
Office Supplies,8/26/2021,Consumer,207
Office Supplies,8/26/2021,Corporate,178
Technology,8/26/2021,Consumer,745
Technology,8/26/2021,Corporate,530
Technology,8/26/2021,Home Office,44
Furniture,8/27/2021,Consumer,220
Office Supplies,8/27/2021,Consumer,331
Office Supplies,8/27/2021,Corporate,98
Technology,8/27/2021,Consumer,65
Furniture,8/28/2021,Consumer,147
Office Supplies,8/28/2021,Consumer,41
Office Supplies,8/28/2021,Corporate,17
Technology,8/28/2021,Consumer,92
Furniture,8/29/2021,Corporate,390
Office Supplies,8/29/2021,Corporate,15
Office Supplies,8/29/2021,Home Office,101
Technology,8/29/2021,Home Office,123
Furniture,8/30/2021,Consumer,825
Office Supplies,8/30/2021,Consumer,171
Technology,8/30/2021,Consumer,606
Office Supplies,8/31/2021,Consumer,23
Furniture,9/1/2021,Consumer,173
Office Supplies,9/1/2021,Consumer,427
Office Supplies,9/1/2021,Corporate,75
Office Supplies,9/1/2021,Home Office,4622
Technology,9/1/2021,Consumer,495
Technology,9/1/2021,Corporate,21
Technology,9/1/2021,Home Office,7
Furniture,9/2/2021,Consumer,1322
Furniture,9/2/2021,Home Office,92
Office Supplies,9/2/2021,Consumer,558
Office Supplies,9/2/2021,Home Office,51
Technology,9/2/2021,Consumer,4735
Technology,9/2/2021,Home Office,156
Furniture,9/3/2021,Consumer,598
Furniture,9/3/2021,Home Office,74
Office Supplies,9/3/2021,Consumer,139
Office Supplies,9/3/2021,Corporate,161
Office Supplies,9/3/2021,Home Office,993
Technology,9/3/2021,Home Office,253
Furniture,9/4/2021,Consumer,127
Office Supplies,9/4/2021,Consumer,754
Office Supplies,9/4/2021,Corporate,498
Technology,9/4/2021,Consumer,2772
Furniture,9/5/2021,Consumer,3161
Furniture,9/5/2021,Corporate,425
Office Supplies,9/5/2021,Consumer,842
Office Supplies,9/5/2021,Corporate,48
Office Supplies,9/5/2021,Home Office,225
Technology,9/5/2021,Consumer,426
Technology,9/5/2021,Corporate,169
Furniture,9/6/2021,Consumer,780
Office Supplies,9/6/2021,Consumer,113
Office Supplies,9/6/2021,Corporate,108
Technology,9/6/2021,Consumer,29
Technology,9/6/2021,Corporate,320
Furniture,9/8/2021,Consumer,2721
Furniture,9/8/2021,Home Office,160
Office Supplies,9/8/2021,Consumer,551
Office Supplies,9/8/2021,Corporate,74
Office Supplies,9/8/2021,Home Office,316
Technology,9/8/2021,Consumer,88
Technology,9/8/2021,Corporate,64
Furniture,9/9/2021,Home Office,16
Office Supplies,9/9/2021,Consumer,67
Furniture,9/10/2021,Consumer,265
Office Supplies,9/10/2021,Consumer,428
Office Supplies,9/10/2021,Home Office,119
Technology,9/10/2021,Consumer,792
Technology,9/10/2021,Corporate,488
Office Supplies,9/11/2021,Consumer,454
Office Supplies,9/11/2021,Corporate,35
Office Supplies,9/11/2021,Home Office,65
Technology,9/11/2021,Consumer,4500
Technology,9/11/2021,Corporate,671
Furniture,9/12/2021,Corporate,1437
Furniture,9/12/2021,Home Office,72
Office Supplies,9/12/2021,Consumer,37
Office Supplies,9/12/2021,Corporate,169
Technology,9/12/2021,Corporate,22
Technology,9/12/2021,Home Office,160
Furniture,9/13/2021,Consumer,1149
Office Supplies,9/13/2021,Consumer,773
Technology,9/13/2021,Consumer,189
Office Supplies,9/14/2021,Consumer,680
Office Supplies,9/14/2021,Home Office,25
Technology,9/14/2021,Consumer,442
Furniture,9/15/2021,Corporate,1106
Office Supplies,9/15/2021,Consumer,121
Office Supplies,9/15/2021,Corporate,940
Furniture,9/16/2021,Corporate,252
Furniture,9/16/2021,Home Office,104
Office Supplies,9/16/2021,Corporate,17
Office Supplies,9/16/2021,Home Office,12
Furniture,9/17/2021,Consumer,186
Furniture,9/17/2021,Corporate,118
Furniture,9/17/2021,Home Office,125
Office Supplies,9/17/2021,Consumer,507
Office Supplies,9/17/2021,Corporate,57
Office Supplies,9/17/2021,Home Office,12
Technology,9/17/2021,Consumer,356
Technology,9/17/2021,Corporate,532
Technology,9/17/2021,Home Office,90
Furniture,9/18/2021,Consumer,1240
Furniture,9/18/2021,Corporate,2174
Office Supplies,9/18/2021,Consumer,859
Office Supplies,9/18/2021,Corporate,380
Technology,9/18/2021,Consumer,223
Furniture,9/19/2021,Home Office,1631
Office Supplies,9/19/2021,Consumer,223
Office Supplies,9/19/2021,Corporate,9
Office Supplies,9/19/2021,Home Office,1642
Technology,9/19/2021,Consumer,272
Furniture,9/20/2021,Corporate,98
Furniture,9/20/2021,Home Office,170
Office Supplies,9/20/2021,Consumer,424
Office Supplies,9/20/2021,Corporate,485
Furniture,9/22/2021,Corporate,96
Furniture,9/22/2021,Home Office,14
Office Supplies,9/22/2021,Consumer,97
Office Supplies,9/22/2021,Corporate,41
Office Supplies,9/22/2021,Home Office,205
Technology,9/22/2021,Consumer,103
Technology,9/22/2021,Corporate,64
Furniture,9/23/2021,Consumer,365
Furniture,9/23/2021,Corporate,653
Furniture,9/23/2021,Home Office,27
Office Supplies,9/23/2021,Consumer,116
Office Supplies,9/23/2021,Corporate,54
Office Supplies,9/23/2021,Home Office,33
Furniture,9/24/2021,Consumer,295
Furniture,9/24/2021,Corporate,651
Furniture,9/24/2021,Home Office,20
Office Supplies,9/24/2021,Consumer,14
Office Supplies,9/24/2021,Corporate,839
Office Supplies,9/24/2021,Home Office,501
Furniture,9/25/2021,Consumer,815
Furniture,9/25/2021,Corporate,771
Office Supplies,9/25/2021,Consumer,689
Office Supplies,9/25/2021,Corporate,92
Technology,9/25/2021,Consumer,467
Technology,9/25/2021,Corporate,510
Furniture,9/26/2021,Consumer,815
Furniture,9/26/2021,Corporate,845
Office Supplies,9/26/2021,Consumer,149
Office Supplies,9/26/2021,Corporate,113
Office Supplies,9/26/2021,Home Office,293
Technology,9/26/2021,Home Office,516
Furniture,9/27/2021,Corporate,842
Office Supplies,9/27/2021,Consumer,30
Office Supplies,9/27/2021,Corporate,3
Technology,9/27/2021,Consumer,1032
Office Supplies,9/28/2021,Corporate,94
Office Supplies,9/29/2021,Consumer,147
Office Supplies,9/29/2021,Corporate,26
Office Supplies,9/29/2021,Home Office,44
Technology,9/29/2021,Consumer,249
Technology,9/29/2021,Corporate,790
Furniture,9/30/2021,Consumer,445
Office Supplies,9/30/2021,Consumer,2
Furniture,10/1/2021,Consumer,528
Office Supplies,10/1/2021,Consumer,59
Technology,10/1/2021,Consumer,158
Office Supplies,10/2/2021,Consumer,56
Office Supplies,10/2/2021,Corporate,826
Technology,10/2/2021,Corporate,18900
Furniture,10/3/2021,Consumer,629
Furniture,10/3/2021,Corporate,41
Furniture,10/3/2021,Home Office,842
Office Supplies,10/3/2021,Consumer,15
Office Supplies,10/3/2021,Home Office,102
Furniture,10/4/2021,Consumer,259
